name,price,short_description,rating,number_of_reviews,product_description
Venito Florence Leather Wallet Phone Case Compatible with iPhone X and iPhone Xs - Extra Secure with RFID Blocking - Detachable Phone Wallet - Antique Brown,$69.90,"About this item COMPATIBILITY | Florence Handcrafted Non-Magnet Slide in Detachable Leather Wallet Case Phone Wallet is compatible with iPhone X (5.8 inch) and iPhone XS (5.8 inch). Please make sure you order the right size case for your phone. This case doesn’t fit either iPhone X (5.8 inch), iPhone XS Max (6.5 inch) or iPhone XR (6.1 inch) PREMIUM QUALITY | Handcrafted of High Quality Cowhide Full-Grain Leather with exceptional craftsmanship gained by experience of years. Well-finished exquisite stitches offer this carrying pocket not only long lasting durability but also an elegant look ULTIMATE PROTECTION | High quality genuine leather outer layer and suede inner lining provide ultimate protection to your smartphone against droppings, bumps, scratches, dust, and etc. It also comes with RFID Blocking shield placed underneath the leather, which will provide additional protection against electronic pickpocketing ELEGANT DESIGN | Florence collection has emerged both with the subtlety and functionality of its design and the quality of the leather used in its production. Consisting of two parts, namely inner snap-on cover and detachable outer wallet case, this product is an exquisite piece with its non-magnet sliding mechanism. Wouldn't you like to have ultimate protection in unique elegancy? ADDITIONAL FEATURES | Easy access to charging and earphone ports with precise cut-outs | Wireless charging friendly: it works well with QI wireless chargers | Perfect Gift: coming in an elegant box, perfect as Mother’s Day Gift, Valentine’s Day Gift, Father’s Day Gift, Anniversary Gift, Graduation Gift | Premium Customer Service: Our priority is providing you with exceptional customer service, if you have any questions or comments feel free to ask, we’ll try to respond in a timely manner",4.8 out of 5,8 global ratings,nan
Venito Florence Leather Wallet Phone Case Compatible with iPhone 11 Pro - Extra Secure with RFID Blocking - Detachable Phone Wallet (Coffee Brown),$59.90,"About this item COMPATIBILITY | Florence Handcrafted Non-Magnet Slide in Detachable Leather Wallet Case Phone Wallet is compatible with iPhone 11 Pro (5.8 inch). Please make sure you order the right size case for your phone. This case doesn’t fit either iPhone 11 (6.1 inch) or iPhone 11 Pro Max (6.5 inch) PREMIUM QUALITY | Handcrafted of High Quality Cowhide Full-Grain Leather with exceptional craftsmanship gained by experience of years. Well-finished exquisite stitches offer this carrying pocket not only long lasting durability but also an elegant look ULTIMATE PROTECTION | High quality genuine leather outer layer and suede inner lining provide ultimate protection to your smartphone against droppings, bumps, scratches, dust, and etc. It also comes with RFID Blocking shield placed underneath the leather, which will provide additional protection against electronic pickpocketing ELEGANT DESIGN | Florence collection has emerged both with the subtlety and functionality of its design and the quality of the leather used in its production. Consisting of two parts, namely inner snap-on cover and detachable outer wallet case, this product is an exquisite piece with its non-magnet sliding mechanism. Wouldn't you like to have ultimate protection in unique elegancy? ADDITIONAL FEATURES | Easy access to charging and earphone ports with precise cut-outs | Wireless charging friendly: it works well with QI wireless chargers | Perfect Gift: coming in an elegant box, perfect as Mother’s Day Gift, Valentine’s Day Gift, Father’s Day Gift, Anniversary Gift, Graduation Gift | Premium Customer Service: Our priority is providing you with exceptional customer service, if you have any questions or comments feel free to ask, we’ll try to respond in a timely manner",4.7 out of 5,5 global ratings,nan
nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
ImpactStrong iPhone XR / 11 Glass Screen Protector (3-Pack) [Easy Install] Heavy Duty Anti-Scratch Anti-Bubble Tempered Glass Film with Installation Tool for Apple iPhone XR / 11 (6.1 Inch) - 3 Pack,$8.99,"About this item COMPATIBLE: For iPhone 11, iPhone XR (6.1inch 2019/2018 release). 0.33mm tempered glass screen protector. Featuring maximum protection from scratches, scrapes, and bumps. EASY INSTALLATION: Comes standard with a fully loaded easy installation kit for a quick and easy installation experience. SCRATCH PROOF: This durable screen protector consistently protects your screen from scratches, scuffs, and impacts while a protective hydrophobic and oleophobic coating protects your screen from fingerprint marks and liquid residue. CASE FRIENDLY: Curved-edge design of the tempered glass is made smaller than the screen size of your XR/11 to enhance compatibility with most cases and ensure unwanted peeling or bubbling appear around edges IMPACTSTRONG WARRANTY: We’re dedicated to providing superior iPhone XR/11 accessories to protect your valuable investment. As such, all of our glass screen protectors for iPhone XR come with a no questions asked 12-month warranty, so click ""Add to Cart"" now and get your new ImpactStrong XR / 11 glass screen protector worry-free",4.6 out of 5,"4,009 global ratings",nan
nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
TIYA for Huawei Mate 20 Case Gold [Ring Armor Series] Protective Magnetic Carriage Mate20 Cover,$8.90,"About this item The Huawei Mate 20 case is made The inner shell is made from TPU, which is flexible, and the outer case is hard PC (poly-carbonate) material. Hybrid armor hard PC cover and impact resistant shockproof soft rubber bumper.Improved peripheral access: Precise cutouts and design, easy access to all buttons, cameras and ports. Built in 360 degree rotating kickstand can meet your eyes to find a comfortable viewing position.With a ring support,prevent your phone from falling from your hands. Take photos, text, or talk without worrying about dropping your valuable device. Special Features: Creative magnetism Car bracket ring shell. TIYA designed for Huawei Mate 20.",5 out of 5,1 global rating,nan
Venito Florence Leather Wallet Phone Case Compatible with iPhone 11 Pro - Extra Secure with RFID Blocking - Detachable Phone Wallet (Coffee Brown),$59.90,"About this item COMPATIBILITY | Florence Handcrafted Non-Magnet Slide in Detachable Leather Wallet Case Phone Wallet is compatible with iPhone 11 Pro (5.8 inch). Please make sure you order the right size case for your phone. This case doesn’t fit either iPhone 11 (6.1 inch) or iPhone 11 Pro Max (6.5 inch) PREMIUM QUALITY | Handcrafted of High Quality Cowhide Full-Grain Leather with exceptional craftsmanship gained by experience of years. Well-finished exquisite stitches offer this carrying pocket not only long lasting durability but also an elegant look ULTIMATE PROTECTION | High quality genuine leather outer layer and suede inner lining provide ultimate protection to your smartphone against droppings, bumps, scratches, dust, and etc. It also comes with RFID Blocking shield placed underneath the leather, which will provide additional protection against electronic pickpocketing ELEGANT DESIGN | Florence collection has emerged both with the subtlety and functionality of its design and the quality of the leather used in its production. Consisting of two parts, namely inner snap-on cover and detachable outer wallet case, this product is an exquisite piece with its non-magnet sliding mechanism. Wouldn't you like to have ultimate protection in unique elegancy? ADDITIONAL FEATURES | Easy access to charging and earphone ports with precise cut-outs | Wireless charging friendly: it works well with QI wireless chargers | Perfect Gift: coming in an elegant box, perfect as Mother’s Day Gift, Valentine’s Day Gift, Father’s Day Gift, Anniversary Gift, Graduation Gift | Premium Customer Service: Our priority is providing you with exceptional customer service, if you have any questions or comments feel free to ask, we’ll try to respond in a timely manner",4.7 out of 5,5 global ratings,nan
nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
"Agentwhiteusa Cell Phone Stick on Wallet (for Credit Card, Business Card & Id) compatible with iPhone, Android & Most Smartphones (Pink, Gray, Black)",$7.99,"About this item SOLUTION TO A BULKY WALLET; LEAVE YOUR PURSE AT HOME: No more need for a bulky wallet or purse. Just slip your credit cards, ID and some cash into the card holder and you're ready to go! SUPPORTS ALL SMARTPHONES & TABLETS: which has a flatback, with enough size to fit a credit card. Compatible with all smartphones with a minimum size of 4-inch LCDs or larger such as the iPhone 4 / 4s / 5 / 5s / 6 / 6 plus / 6s / 6s / 7 plus/ 7, Galaxy S2 / S3 / S4 / S5 / S6 / S7, Galaxy Note 1 / 2 / 3 / 4 / 5 / 6 / 7, LG G2 / G3 / G4 / G5, HTC M8, iPod Touch , Sony Xperia, all iPads including iPad Air, Galaxy, Surface Pro, and so much more! STRONG MATERIAL: The card holder is made of high quality, anti-slip material. This strong and durable material will keep its shape and cards will not fall out. UNIVERSAL SIZE: fit up to 5 cards comfortably, such as: ID card, credit cards, driver's licence, business cards, membership card, insurance card, discount card, business card, frequent flyer card, etc. 100 DAY 100% MONEY BACK GUARANTEE: Just message us, you don't even need to return the item!!!",4.4 out of 5,"13,611 global ratings",nan
nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
"Wireless Earbuds, Tribit 100H Playtime Bluetooth 5.0 IPX8 Waterproof Touch Control True Wireless Bluetooth Earbuds with Mic Earphones in-Ear Deep Bass Built-in Mic Bluetooth Headphones, FlyBuds 3",Page 1 of 1,"About this item This fits your . Make sure this fits by entering your model number. P.when(""ReplacementPartsBulletLoader"").execute(function(module){ module.initializeDPX(); }) Battery Champ True Wireless Earbuds for both phone calls, music, and video Long-lasting Battery(100H playtime) - Get up to 5hrs music playback per charge, and up to 100hrs with the charging case for wireless headphones. You can also use the charging case as a power bank for your phone. Immersive Sound headphones with microphone - FlyBuds 3 true wireless earbuds with Hi-Fi stereo sound good for phone calls, music, and video. You can enjoy your very clear phone call with your love one regardless in any noisy environment, you both have no issue at all to hear each other. One-step Pairing (No Need To Take The Ear buds Out) - Open the earbuds charging case they'll automatically connect to the last paired device! Press the button on the charging case to show the battery percentage or press and hold to unpair the device for re-pairing. IPX8 Waterproof - FlyBuds 3 wireless earbuds boast IPX8-rated protection that defends against liquids in any weather conditions.",4.3 out of 5,"21,229 global ratings",nan
nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
"[Apple MFi Certified] iPhone Charger 3 ft 5 Pack, Lightning to USB Cable 3 Foot, Long Fast iPhone Charging Cables Cord for iPhone 13 Pro Max/12 Mini/11/XR/Xs/X/8/7/6/iPad Pro/Air/Mini-3Feet White",$17.99,"About this item This fits your . Make sure this fits by entering your model number. P.when(""ReplacementPartsBulletLoader"").execute(function(module){ module.initializeDPX(); }) 【Superior Durability apple lightning cable】: iphone charging cable with reinforced joint design that have passed 12,000 times bending tests for extra protection and durability. The solid and durable two-shade armor shield gives the iphone charging cable cord stronger performance than other iphone lightning cable. 【Ultra High Quality Assurance】: According to the experimental results, the fishbone design can accept at least 20,000 bending and insertion tests for extra protection and durability. Upgraded 3D aluminum connector and exclusive laser welding technology, which to ensure the metal part won't break and also have a tighter connection which fits well even with a protective case on and will never loose connection. 【Pre-eminent Compatibility】：Made for iPhone, iPad and iPod. After rigorous and repeated testing by our authoritative engineers, our lightning cables support iPhone 12 Mini/ 12 Pro Max/ 11 Pro Max / iPhone XS / XS Max / XR / X / 8 Plus / 8 / 7 Plus / 7 / 6s Plus / 6s / 6 Plus / 6 / 5s / 5c / 5 / iPad. airpods airpods 2 airpods pro 【What You Get】: MFi Certified Lightning Cable 3FT x 5 Pack. 【Pre-eminent Compatibility】：Made for iPhone, iPad and iPod. After rigorous and repeated testing by our authoritative engineers, our lightning cables support iPhone 12 Mini/ 12 Pro Max/ 11 Pro Max / iPhone XS / XS Max / XR / X / 8 Plus / 8 / 7 Plus / 7 / 6s Plus / 6s / 6 Plus / 6 / 5s / 5c / 5 / iPad. airpods airpods 2 airpods pro.",4.6 out of 5,"2,119 global ratings",nan
